Subject,Number,Course_Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_gpa
MS,389,International Communications,0,15,3,3,4,1,1,2,1,0,0,0,0,0,3.46
MS,391,Chinese Media,1,1,12,3,4,1,0,0,0,1,0,0,1,0,3.25
MS,391,Special Topics,4,28,4,0,1,0,0,0,0,0,0,0,0,0,3.94
MS,410,Media Ethics,0,7,6,4,1,4,1,0,0,0,0,0,0,0,3.45
MS,464,Film Festivals,0,4,15,4,0,2,0,0,0,0,0,0,0,0,3.59
MSE,101,Materials in Today's World,9,101,84,52,46,33,23,25,14,0,0,0,0,0,3.29
MSE,182,Introduction to MatSE,42,205,159,118,135,102,19,17,1,1,0,0,8,0,3.37
MSE,183,Freshman Materials Laboratory,0,275,0,0,3,0,0,3,0,0,0,0,1,1,3.94
MSE,201,Phases and Phase Relations,64,128,226,149,124,103,43,37,25,14,4,2,19,4,3.16
MSE,206,Mechanics for MatSE,55,91,76,70,94,83,59,43,34,29,35,17,19,7,2.76
MSE,280,Engineering Materials,82,295,160,220,391,148,117,177,36,19,50,3,21,7,2.99
MSE,304,Electronic Properties of Matls,59,82,37,33,80,27,36,74,48,9,25,8,44,6,2.6
MSE,307,Materials Laboratory I,31,128,120,126,83,62,47,30,21,8,11,3,22,2,3.08
MSE,308,Materials Laboratory II,34,136,130,163,80,43,15,9,3,1,0,1,2,2,3.42
MSE,395,Materials Design,0,306,141,96,8,6,0,0,0,0,0,0,0,0,3.77
MSE,396,Introduction to Research,45,61,20,7,4,1,0,0,0,0,0,0,0,0,3.88
MSE,398,Undergraduate Research,1,20,1,1,1,1,0,0,0,0,0,0,0,2,3.58
MSE,401,Thermodynamics of Materials,103,201,40,90,138,97,76,100,52,22,18,8,41,9,2.87
MSE,402,Kinetic Processes in Materials,59,110,93,119,91,50,45,40,19,18,14,5,9,4,3.07
MSE,403,Synthesis of Materials,10,53,37,38,48,15,24,16,13,1,5,0,6,0,3.06
MSE,404,Computational MSE- Macroscale,2,7,4,3,1,2,1,0,1,0,0,0,0,0,3.48
MSE,405,Microstructure Determination,26,88,89,70,98,45,32,46,13,3,9,1,3,1,3.11
MSE,406,Thermal-Mech Behavior of Matls,31,114,98,127,143,115,93,65,46,11,14,9,15,4,2.89
MSE,420,Ceramic Materials & Properties,24,14,12,23,22,21,9,2,3,0,1,0,6,1,3.08
MSE,421,Ceramic Processing,8,6,2,6,8,4,4,0,0,0,1,0,4,0,2.98
MSE,422,Electrical Ceramics,6,22,0,2,21,0,4,9,0,1,4,0,0,0,3.11
MSE,440,Mechanical Behavior of Metals,16,50,41,55,44,33,14,15,2,1,1,1,4,0,3.2
MSE,441,Metals Processing,12,27,36,29,26,25,20,9,7,0,3,2,0,0,3.11
MSE,442,Metals Laboratory,1,28,21,20,14,5,0,1,0,0,0,0,0,0,3.52
MSE,443,Design of Engineering Alloys,32,31,40,31,35,21,8,7,3,1,0,1,2,0,3.31
MSE,445,Corrosion of Metals,0,11,0,0,5,0,0,5,0,0,1,0,0,0,3.18
MSE,450,Polymer Science & Engineering,38,86,69,100,83,45,45,31,17,3,4,0,1,1,3.16
MSE,452,Polymer Laboratory,3,93,12,10,37,6,2,0,0,0,0,0,1,1,3.59
MSE,453,Plastics Engineering,13,56,57,43,48,17,7,6,6,4,0,1,3,0,3.3
MSE,455,Macromolecular Solids,3,3,2,3,2,3,3,1,1,0,0,0,0,0,3.14
MSE,455,Polymer Physics,6,13,4,4,10,4,1,5,5,0,0,0,0,0,3.18
MSE,456,Mechanics of Composites,7,38,14,23,45,19,8,20,7,2,5,0,4,2,2.95
MSE,457,Polymer Chemistry,14,83,58,56,37,24,4,14,5,0,3,2,2,3,3.32
MSE,458,Polymer Physical Chemistry,8,22,11,11,18,9,2,1,3,1,1,0,0,0,3.32
MSE,458,Polymer Physics,10,15,4,5,8,3,6,1,1,1,0,1,1,0,3.27
MSE,460,Electronic Materials I,21,32,28,38,40,33,23,10,12,0,4,1,2,1,3.05
MSE,461,Electronic Materials II,12,46,57,17,20,13,5,0,0,0,0,0,0,0,3.55
MSE,462,Electronic Materials Lab,10,42,19,11,16,7,3,2,2,0,1,0,0,1,3.48
MSE,470,Design and Use of Biomaterials,16,132,188,101,45,20,6,3,2,0,0,0,2,1,3.55
MSE,472,Biomaterials Laboratory,0,21,2,7,11,2,0,1,0,0,1,0,0,0,3.47
MSE,473,Biomolecular Materials Science,15,19,22,15,10,6,4,0,0,0,0,1,1,1,3.43
MSE,474,Biomaterials and Nanomedicine,12,82,81,40,18,11,3,0,0,0,0,0,0,0,3.63
MSE,480,Surfaces and Colloids,39,91,54,30,42,16,4,22,1,0,4,3,0,3,3.39
MSE,481,Electron Microscopy,9,41,57,40,25,10,3,3,0,0,1,0,0,1,3.46
MSE,485,Atomic Scale Simulations,45,67,31,11,18,7,0,2,0,0,1,1,4,1,3.6
MSE,487,Materials for Nanotechnology,4,68,33,28,11,11,0,1,1,0,0,0,3,0,3.55
MSE,488,Optical Materials,4,3,4,3,7,2,0,0,0,0,0,0,0,0,3.43
MSE,489,Matl Select for Sustainability,39,69,40,14,9,6,3,0,0,0,0,0,2,0,3.71
MSE,498,Computational Mat'ls Sci & Eng,5,14,3,1,0,2,0,0,1,0,0,0,0,0,3.74
MSE,500,Statistical Thermodyn of Matls,40,133,68,67,101,13,0,7,0,0,0,0,0,3,3.51
MSE,565,Thin Film Materials,1,32,16,7,1,0,0,0,0,0,0,0,0,1,3.74
MSE,580,Diffraction Physics of Matls,0,16,18,10,6,2,0,0,0,0,0,0,0,0,3.59
MSE,583,Dynamics of Complex Fluids,9,12,4,7,6,4,0,0,0,0,0,0,0,0,3.59
MSE,598,Thin Film Materials,0,34,8,10,8,2,0,0,0,0,0,0,0,0,3.68
MUS,101,Music Theory and Practice I,2,10,24,12,27,22,9,24,13,2,5,1,20,2,2.4
MUS,102,Music Theory and Practice II,20,67,92,44,44,28,24,17,18,3,10,7,19,3,2.97
MUS,103,Rudiments of Music Theory I,63,60,28,25,17,8,3,7,1,3,0,1,7,2,3.46
MUS,103,Theory for Non-Music Majors,2,27,15,7,9,4,2,3,1,1,1,0,6,0,3.16
MUS,104,Rudiments of Music Theory II,9,17,13,4,2,1,2,2,1,1,0,0,0,0,3.56
MUS,107,Aural Skills I,43,114,55,48,51,26,21,28,11,4,9,7,13,0,3.15
MUS,108,Aural Skills II,47,87,52,53,45,29,22,17,12,4,8,1,11,1,3.17
MUS,110,Introd Art Mus: Intl Perspect,47,91,116,99,91,62,30,22,14,8,8,10,27,1,3.05
MUS,130,Introd to the Art of Music,403,989,616,410,422,196,112,122,70,44,40,21,83,20,3.3
MUS,132,Popular Music Studies,2,46,2,4,16,0,0,6,0,0,0,0,6,0,3.33
MUS,133,Introduction to World Music,411,1545,1153,720,958,392,198,257,99,41,49,31,124,28,3.27
MUS,181,Voice,4,33,2,0,1,0,0,0,0,0,0,0,0,0,3.96
MUS,199,Undergraduate Open Seminar,9,40,5,4,2,1,0,0,1,0,0,0,0,0,3.84
MUS,201,Music Theory and Practice III,2,8,11,6,8,5,2,1,0,0,0,0,1,0,3.28
MUS,202,Music Theory and Practice IV,6,25,29,30,25,23,12,15,8,0,3,1,3,2,2.98
MUS,207,Aural Skills III,5,12,9,6,3,0,2,3,0,0,0,0,2,0,3.35
MUS,208,Aural Skills IV,0,3,3,12,9,4,7,3,2,1,1,1,1,1,2.69
MUS,240,Orientation Mus Tchg Lrng K-HS,75,77,30,16,22,3,1,3,0,1,3,0,5,2,3.61
MUS,241,Music for Elementary Teachers,61,111,41,9,3,1,1,2,1,0,0,0,0,0,3.86
MUS,242,Elements of Conducting,13,111,39,20,39,8,1,11,7,1,4,1,17,1,3.25
MUS,243,Introductory Music Ed Tech,87,35,28,6,7,6,2,2,3,0,1,0,2,0,3.7
MUS,250,Illini Strings,0,176,0,0,3,0,0,0,0,0,0,0,0,0,3.98
MUS,250,Philharmonia Orchestra,6,350,11,3,15,2,1,2,0,0,1,0,1,0,3.91
MUS,250,U of I Symphony Orchestra,1,116,7,0,4,0,0,0,0,0,0,0,0,1,3.92
MUS,250,University Orchestra,35,711,36,14,13,1,1,7,0,0,3,0,5,3,3.89
MUS,261,Black Chorus,3,62,1,0,2,0,0,0,0,0,0,0,0,0,3.97
MUS,261,University Chorus,38,167,17,4,5,3,0,3,0,0,0,0,1,1,3.87
MUS,262,Women's Glee Club,32,552,19,7,8,1,0,0,0,0,0,0,7,0,3.92
MUS,263,Men's Glee Club,0,337,26,10,12,2,0,3,0,0,1,0,0,2,3.88
MUS,268,Wind Symphony,0,156,1,2,3,3,0,0,0,0,0,0,0,0,3.95
MUS,269,Wind Orchestra,0,241,12,2,4,1,0,1,0,0,0,0,2,0,3.92
MUS,270,Harding Symphonic Band,0,43,0,0,1,0,0,0,0,0,0,0,0,0,3.98
MUS,271,Hindsley Symphonic Band,2,405,0,0,7,2,0,5,1,0,0,0,1,1,3.93
MUS,272,Campus Band,0,64,2,1,0,0,0,0,0,0,0,0,1,0,3.92
MUS,272,Concert Band,88,178,16,0,9,4,0,5,0,0,0,0,1,0,3.89
MUS,272,Second Concert Band,56,47,4,1,0,2,0,0,0,0,0,0,1,0,3.92
MUS,272,University Band,0,166,6,0,2,2,0,0,0,0,1,1,2,1,3.86
MUS,273,Marching Illini,0,308,0,0,3,0,0,0,0,0,0,0,0,0,3.99
MUS,274,Basketball Band,0,169,0,0,0,0,0,2,0,0,0,0,0,0,3.98
MUS,313,The History of Music I,55,148,82,77,148,85,57,52,25,20,28,11,46,3,2.84
MUS,314,The History of Music II,33,125,87,61,118,54,26,38,23,13,19,6,21,2,2.98
MUS,320,Pre-Student Tchng Experience,0,28,3,5,5,0,1,1,1,0,0,0,0,0,3.65
MUS,333,Adv Conducting/Tch Strats-Orch,3,5,2,2,5,1,0,2,0,0,0,0,2,0,3.08
MUS,333,Cond/Teach Strings-Grp Setting,2,21,17,10,7,3,2,5,1,0,0,0,4,0,3.24
MUS,335,Elem and Mid Sch Instrum Music,4,84,7,12,13,2,2,3,1,0,0,0,4,0,3.59
MUS,339,Princpls and Technqs in Mus Ed,47,78,22,7,12,5,3,4,0,0,0,0,5,0,3.65
MUS,343,Music in Adolescence,0,27,5,3,3,0,1,0,0,0,0,0,1,0,3.69
MUS,344,Tchng Secondary Inst Music,7,44,9,4,5,1,0,1,0,0,0,0,2,0,3.7
MUS,346,Choral Mthds Secondary Ensem,0,45,8,6,1,1,2,0,0,0,0,0,2,0,3.69
MUS,346,Teaching of Choral Music,10,82,25,9,9,4,1,0,1,0,1,0,0,0,3.75
MUS,348,Choral Literature,0,21,0,0,1,0,0,0,0,0,0,0,0,0,3.95
MUS,348,Rep for Scndry Sch Chor Prog,0,54,14,5,3,1,0,2,1,0,0,0,0,0,3.77
MUS,400,Counterpoint and Fugue,8,12,8,6,2,2,3,2,0,0,0,0,0,1,3.45
MUS,408,18th Century,2,7,11,4,11,0,2,4,0,0,1,0,1,0,3.17
MUS,408,Analysis of Musical Form,8,78,47,42,29,2,5,5,0,2,1,0,0,0,3.53
MUS,408,First Half of 20th Century,0,13,14,12,3,3,0,0,1,0,0,0,0,0,3.52
MUS,410,Period Studies in Musicology,5,6,6,17,7,8,2,0,1,0,1,0,2,1,3.08
MUS,411,Genre Studies in Musicology,4,50,19,8,12,6,1,2,0,0,1,0,0,1,3.57
MUS,411,Music in the Renaissance,1,12,0,2,9,0,0,0,0,0,0,0,0,0,3.57
MUS,413,Music and Performance,4,10,11,4,0,1,0,1,0,0,1,0,0,0,3.6
MUS,414,Music In and AS Revolution,0,13,6,1,1,0,1,0,0,0,0,0,0,0,3.76
MUS,414,Music and Society,6,7,0,1,3,2,0,1,0,1,0,0,0,0,3.48
MUS,415,Music and Media,2,21,2,1,1,0,0,0,0,0,0,0,0,0,3.91
MUS,415,Music of the 20th Century,0,15,5,3,3,2,0,0,1,0,0,0,0,0,3.6
MUS,418,Music of Brazil,11,7,3,1,0,0,2,0,1,0,0,0,0,0,3.71
MUS,418,Native American Music,0,18,0,1,0,0,0,0,0,0,1,1,0,0,3.67
MUS,418,Palestine&Israel Through Arts,0,3,1,2,5,2,1,2,1,0,1,1,2,0,2.49
MUS,418,Regional Studies in Musicology,18,28,5,3,8,1,0,1,4,0,2,0,0,0,3.57
MUS,421,The Music of America,8,16,4,8,16,0,6,0,4,0,2,0,0,2,3.15
MUS,433,Music Interdisciplinary Curric,0,26,2,0,0,0,0,0,0,0,0,0,2,0,3.71
MUS,434,Assessment/Eval in Music Ed,0,19,2,3,5,1,0,0,0,0,0,0,1,1,3.47
MUS,437,Popular Music Pedagogy,24,0,0,0,0,0,0,0,0,0,0,0,2,0,3.69
MUS,439,Differentiating Music Instrctn,20,48,7,7,6,4,3,4,1,0,1,0,3,0,3.53
MUS,439,Diversity in Music Classrooms,4,29,6,0,6,1,0,0,1,0,0,0,0,0,3.75
MUS,443,Orchestral Repertory,0,25,0,0,1,0,0,0,0,0,0,0,0,0,3.96
MUS,450,U of I Symphony Orchestra,0,116,5,0,3,0,0,0,0,0,0,0,0,0,3.96
MUS,450,Wind Symphony,19,1,0,0,1,0,0,0,0,0,0,0,0,0,3.95
MUS,464,Jazz History I,5,11,0,0,6,1,0,0,0,0,0,0,0,0,3.68
MUS,499,Jazz Forum,55,158,66,17,20,9,0,6,3,2,3,0,2,0,3.69
MUS,499,Proseminar in Music,68,367,124,39,57,10,2,4,3,0,0,0,0,2,3.76
MUS,501,Grad Music History Review,9,50,37,33,23,11,1,2,0,0,0,0,2,1,3.47
MUS,501,Western Music before 1750,3,33,30,27,35,16,1,3,0,0,1,0,1,2,3.3
MUS,502,Graduate Theory Review,7,5,7,4,11,6,2,3,2,0,0,0,2,1,3.0
MUS,519,Analytical Methods: Musicology,4,2,2,12,0,2,0,0,0,0,0,0,0,0,3.48
MUS,521,Hist Studies in 20thC Music,0,18,4,1,0,0,0,0,0,0,0,0,0,0,3.91
MUS,524,Sem in Wrks of Select Composer,3,14,9,11,7,2,3,2,0,0,0,0,1,0,3.37
MUS,526,Baroque Performance Practice,0,66,15,13,12,2,0,1,0,0,0,0,0,0,3.72
MUS,527,Classical Performance Practice,0,57,11,6,6,0,0,0,0,0,0,0,0,0,3.83
MUS,528,Res & Bibliography in Music,0,8,10,3,1,0,0,0,0,0,0,0,0,0,3.71
MUS,533,Research in Music Education,0,22,4,0,2,0,0,0,0,0,0,0,2,0,3.62
MUS,558,Vocal Literature,0,17,7,1,0,0,0,0,0,0,0,0,0,0,3.88
MUS,560,String Instrument Literature,1,3,5,3,2,1,3,3,0,0,0,0,0,0,3.14
MUSE,200,Introduction to Museums,34,72,32,15,13,5,6,3,2,2,1,2,2,0,3.56
MUSE,250,The World Through Museums,90,81,35,23,22,9,4,8,3,3,2,0,8,0,3.53
NPRE,100,Orient to Nucl Plasma Rad Eng,0,29,3,1,2,0,0,1,1,0,0,0,0,0,3.78
NPRE,100,Orientation to NPRE,14,276,17,14,10,3,2,6,3,0,1,0,13,1,3.69
NPRE,101,Introduction to Energy Sources,5,96,70,82,104,82,46,32,13,7,1,1,7,5,3.03
NPRE,199,Undergraduate Open Seminar,0,59,1,3,3,0,0,3,0,0,0,0,0,2,3.73
NPRE,199,Undergraduate Seminar,79,183,14,16,6,9,5,6,1,1,5,0,2,0,3.75
NPRE,201,Energy Systems,37,552,378,90,35,60,10,10,8,0,2,0,14,2,3.64
NPRE,247,Modeling Nuclear Energy System,7,87,72,49,82,43,15,34,27,10,19,6,18,2,2.86
NPRE,402,Nuclear Power Engineering,195,450,437,303,202,109,48,23,18,4,10,4,5,2,3.48
NPRE,412,Nuclear Power Econ & Fuel Mgmt,5,41,30,17,18,11,7,4,5,1,0,0,4,0,3.27
NPRE,421,Plasma and Fusion Science,17,63,53,41,45,26,22,21,4,1,9,4,10,1,3.05
NPRE,431,Materials in Nuclear Eng,6,80,6,16,55,8,6,17,7,0,13,0,5,0,3.1
NPRE,431,Materials in Nuclear Engrg,1,31,40,33,30,16,26,14,8,3,4,1,3,0,2.99
NPRE,432,Nuclear Eng Materials Lab,0,16,9,0,1,0,0,0,0,0,0,0,1,0,3.7
NPRE,432,Nuclear Engrg Materials Lab,5,90,57,12,14,10,5,6,0,0,0,0,2,1,3.57
NPRE,441,Radiation Protection,21,99,73,27,43,18,0,17,0,0,4,0,0,0,3.49
NPRE,442,Radioactive Waste Management,15,24,25,13,20,9,4,4,2,0,1,0,0,0,3.39
NPRE,446,Radiation Interact w/Matter I,57,254,51,30,25,24,8,12,15,0,0,0,5,1,3.61
NPRE,447,Radiation Interact w/Matter II,46,147,35,13,16,5,1,9,10,0,0,0,3,1,3.64
NPRE,448,Nuclear Syst Eng & Design,1,10,5,8,10,1,0,1,0,0,0,0,0,0,3.44
NPRE,448,Nuclear Syst Engrg & Design,11,52,35,51,45,30,29,22,22,5,22,8,17,0,2.72
NPRE,451,NPRE Laboratory,7,37,27,12,17,11,9,2,6,0,0,0,8,0,3.16
NPRE,455,Neutron Diffusion & Transport,4,61,22,32,40,27,29,22,26,7,15,7,18,3,2.63
NPRE,457,Safety Anlys Nucl Reactor Syst,49,104,44,27,20,6,5,4,0,0,0,2,1,2,3.64
NPRE,458,Design in NPRE,0,93,52,37,18,0,0,1,1,1,1,0,3,0,3.6
NPRE,470,Fuel Cells & Hydrogen Sources,48,52,30,46,23,4,2,1,0,0,1,0,1,0,3.61
NPRE,475,Wind Power Systems,95,158,84,36,17,7,6,1,1,0,0,0,0,0,3.77
NPRE,480,Energy and Security,6,22,34,8,14,8,0,1,0,0,1,1,1,0,3.44
NPRE,481,Writing on Technol & Security,10,79,48,52,11,7,1,4,2,0,0,0,3,0,3.55
NPRE,483,Seminar on Security,10,16,28,5,3,3,0,0,2,0,0,0,0,0,3.64
NPRE,498,Monte Carlo Simulation,9,6,3,3,1,1,2,1,0,1,0,0,0,0,3.51
NPRE,498,Probabilistic Risk Assessment,5,5,6,3,1,0,1,0,0,0,0,0,0,0,3.68
NPRE,501,Fundamentals of Nuclear Engrg,1,24,17,10,13,4,1,1,0,0,0,0,1,1,3.42
NPRE,521,Interact of Radiation w/Matter,4,34,4,1,3,1,0,0,0,0,0,0,1,0,3.78
NPRE,555,Reactor Theory I,10,26,2,2,2,0,0,0,0,0,0,0,0,0,3.9
NPRE,598,Fund Plasma Matls Interactions,1,18,2,2,0,0,0,0,0,0,0,0,0,0,3.91
NRES,100,Fundamentals of Env Sci,62,363,142,126,172,40,36,30,10,11,7,2,13,2,3.39
NRES,101,Wildlife Conserv 21st Century,160,175,149,115,123,79,38,33,29,17,12,9,35,2,3.17
NRES,102,Introduction to NRES,607,1862,1408,1074,970,569,327,276,136,78,63,42,171,26,3.26
NRES,199,Watching the Environment,1,53,15,15,10,12,4,3,0,0,0,0,3,0,3.43
NRES,199,Wild Animal Planet,5,16,6,5,3,2,5,1,0,0,0,0,0,0,3.5
NRES,201,Introductory Soils,54,170,92,142,376,127,92,173,33,20,45,12,20,6,2.84
NRES,219,Principles of Ecosystem Mgmt,24,164,115,93,119,80,34,30,16,7,5,6,20,3,3.13
NRES,287,Environment and Society,106,208,151,125,140,55,37,39,15,6,11,2,10,2,3.31
NRES,302,Dendrology,2,3,4,2,4,5,4,2,3,0,0,1,0,0,2.86
NRES,325,Natural Resource Policy Mgmt,7,42,22,6,9,3,2,3,0,0,0,0,0,0,3.64
NRES,340,Environ Social Sci Res Meth,8,17,10,7,2,1,0,1,2,0,0,0,0,0,3.62
NRES,348,Fish and Wildlife Ecology,103,165,148,109,127,70,28,30,12,3,7,0,5,0,3.35
NRES,401,Watershed Hydrology,0,6,3,3,3,0,3,5,1,0,1,0,3,0,2.63
NRES,407,Wildlife Population Ecology,10,28,14,14,27,17,16,15,9,3,0,3,0,0,2.98
NRES,409,Fishery Ecol and Conservation,0,5,13,8,7,11,2,0,1,1,1,0,0,0,3.13
NRES,415,Native Plant ID and Floristics,7,10,2,1,17,4,1,3,1,1,1,0,1,0,3.12
NRES,419,Env and Plant Ecosystems,19,44,58,25,55,12,6,10,1,0,2,1,7,0,3.26
NRES,420,Restoration Ecology,30,20,26,22,12,7,7,7,8,2,2,0,2,0,3.25
NRES,421,Quantitative Methods in NRES,30,76,67,58,78,23,31,17,15,7,4,1,5,0,3.16
NRES,425,Natural Resources Law & Policy,8,11,3,1,2,3,1,0,1,0,0,0,0,0,3.61
NRES,426,Renewable Energy Policy,12,28,17,13,7,3,1,4,0,0,1,0,0,0,3.56
NRES,429,Aquatic Ecosystem Conservation,3,22,24,21,20,15,5,1,1,0,0,0,2,0,3.27
NRES,439,Env and Sustainable Dev,2,38,18,20,9,1,0,0,0,0,0,0,0,0,3.66
NRES,454,GIS in Natural Resource Mgmt,35,136,126,89,170,47,24,40,13,1,7,5,13,3,3.17
NRES,456,Integrative Ecosystem Mgmt,42,41,47,53,43,49,26,19,12,14,10,8,5,1,2.95
NRES,465,Landscape Ecology,0,13,0,0,5,0,0,3,0,0,0,0,0,0,3.48
NRES,472,Environmental Psychology,26,65,16,7,15,9,2,5,0,0,1,0,4,1,3.51
NRES,474,Soil and Water Conservation,8,31,30,35,84,23,21,22,5,0,2,0,0,1,3.05
NRES,488,Soil Fertility and Fertilizers,9,49,31,57,128,30,24,78,6,7,8,3,4,2,2.85
NRES,499,Ecology of Migratory Birds,0,30,12,0,0,0,0,0,0,0,0,0,1,0,3.81
NRES,502,Research Methods in NRES,3,34,17,6,4,3,0,1,0,0,0,0,1,0,3.66
NRES,511,Principles of Applied Ecology,0,26,6,5,7,0,0,0,0,0,0,0,3,0,3.48
NRES,593,Statistical Methods in Ecology,1,7,2,8,2,1,0,0,0,0,0,0,0,0,3.56
NRES,598,Issues-Aquat Ecosystem Conserv,16,8,4,0,2,8,0,4,0,4,0,4,0,0,3.08
NRES,598,Practical Stat Analysis with R,14,5,1,0,0,1,0,0,0,0,0,0,0,0,3.92
NRES,598,Science and Regulatory Policy,4,2,8,3,3,2,1,0,0,0,0,0,0,0,3.48
NRES,598,Wildlife Ecology and Ag Policy,2,46,16,4,2,2,0,0,0,0,0,0,0,2,3.72
NS,101,Introduction to Naval Science,1,26,4,1,1,0,0,0,0,0,1,0,0,0,3.82
NS,102,Sea Power and Maritime Affairs,0,12,0,0,6,0,0,3,0,0,1,0,0,0,3.32
NUTR,510,Digestion of protein & absorpt,4,17,0,4,2,0,0,0,0,0,0,0,0,0,3.83
NUTR,510,Essentl Fatty Acds & Cholestrl,3,13,0,2,5,0,0,0,0,0,0,0,0,0,3.72
NUTR,510,Esst Fatty Acids & Cholesterol,4,15,1,2,6,2,0,0,0,0,0,0,0,0,3.66
NUTR,510,Gastro Ferment & Dietary Fiber,3,11,0,0,9,0,0,6,0,0,3,0,0,0,3.06
NUTR,510,Gastrointestinal Fermentation,0,19,0,0,4,0,0,3,0,0,1,0,0,0,3.52
NUTR,510,Intro to Nutr Sci for Ind Appl,0,25,0,0,2,0,0,1,0,0,0,0,2,1,3.48
NUTR,510,Physiology of Immunology,4,13,7,1,2,0,0,0,0,0,0,0,0,0,3.81
NUTR,510,Publ Hlth Intrvntn-Obesity Prv,6,11,0,3,1,0,0,0,0,0,0,0,0,0,3.86
NUTR,561,Gastrointestinal Diseases,5,7,8,5,4,1,0,0,0,0,0,0,0,0,3.62
NUTR,561,Metabolic Basis of Weight Mgmt,2,18,1,0,1,0,0,0,0,0,0,0,0,0,3.94
PATH,433,Virology & Viral Pathogenesis,27,64,0,39,47,0,29,14,2,10,14,5,0,5,2.99
PATH,439,Health Applications of GIS,3,33,2,0,5,1,0,1,1,0,1,0,1,0,3.62
PATH,635,Pathology of Organ Systems,0,21,0,0,84,0,0,13,0,0,0,0,0,0,3.07
PATH,637,Veterinary Virology,0,12,0,0,54,0,0,52,0,0,0,0,0,0,2.66
PATH,638,Veterinary Clinical Pathology,0,68,0,0,37,0,0,13,0,0,0,0,0,0,3.47
PATH,641,Food Safety and Public Health,0,116,0,0,2,0,0,0,0,0,0,0,0,0,3.98
PATH,643,Diseases of Poultry,1,116,0,0,88,0,0,29,0,0,4,1,0,0,3.32
PHIL,100,Intro to Philosophy-ACP,7,67,103,93,69,67,35,18,11,5,4,2,18,2,3.03
PHIL,101,Introduction to Philosophy,54,477,645,578,565,351,217,131,61,35,27,28,98,15,3.05
PHIL,102,Logic and Reasoning,150,833,530,421,403,288,165,131,80,35,43,35,97,17,3.14
PHIL,103,Logic and Reasoning QR II,60,182,73,42,71,35,20,32,28,4,15,10,32,2,3.08
PHIL,104,Intro to Ethics-ACP,0,20,29,32,29,12,5,2,1,0,2,3,1,1,3.16
PHIL,105,Introduction to Ethics,22,227,279,300,324,143,70,51,28,11,8,12,33,7,3.11
PHIL,107,Intro to Political Philosophy,6,21,20,10,15,14,6,6,2,1,1,1,1,0,3.17
PHIL,202,Symbolic Logic,68,122,30,33,51,33,18,40,11,6,11,9,24,5,3.01
PHIL,203,Ancient Philosophy,5,174,253,174,141,134,42,48,33,9,17,9,32,9,3.04
PHIL,206,Early Modern Philosophy,26,161,178,168,183,95,37,42,10,14,11,9,19,4,3.12
PHIL,210,Ethics,5,51,32,27,10,13,5,2,3,1,0,0,1,0,3.45
PHIL,214,Biomedical Ethics,7,85,105,96,64,29,19,5,5,1,0,0,7,2,3.31
PHIL,230,Philosophy of Religion Intro,1,30,44,32,19,26,10,3,1,0,0,0,2,1,3.25
PHIL,250,Conceptions of Human Nature,4,50,39,27,26,18,4,2,1,0,2,0,10,1,3.22
PHIL,270,Philosophy of Science,3,10,11,13,11,6,7,4,3,1,2,0,5,0,2.86
PHIL,325,Recent European Philosophy,0,3,11,9,13,11,2,4,3,0,2,0,1,1,2.84
PHIL,380,Current Controversies,4,21,42,45,29,7,0,0,0,0,0,1,1,2,3.36
PHIL,404,Medieval Philosophy,0,6,10,4,2,1,1,0,0,0,0,0,0,0,3.54
PHIL,410,Classical Ancient Philosophers,0,4,2,2,4,3,4,3,1,0,1,0,0,0,2.83
PHIL,412,Classical Modern Philosophers,6,10,4,3,1,0,1,0,1,0,0,0,0,0,3.68
PHIL,421,Ethical Theories,1,30,38,31,38,14,4,1,3,2,2,0,6,6,3.06
PHIL,422,Recent Developments in Ethics,0,20,4,16,2,2,2,2,0,0,0,0,0,0,3.5
PHIL,424,Philosophy of Religion,1,11,11,7,4,4,1,4,0,0,1,0,1,0,3.24
PHIL,425,Philosophy of Mind,7,14,17,4,10,5,5,2,1,0,0,0,4,0,3.19
PHIL,426,Metaphysics,1,16,13,5,10,2,2,1,1,0,0,0,2,0,3.32
PHIL,427,Philosophical Anthropology,0,5,3,1,2,5,1,0,1,0,0,0,3,0,2.75
PHIL,429,Value Theory,0,10,11,10,16,3,6,5,0,0,1,0,2,2,2.95
PHIL,430,Theory of Knowledge,4,17,16,11,16,0,2,2,0,0,0,0,0,3,3.32
PHIL,435,Social Philosophy,0,15,18,17,11,9,0,1,0,0,0,0,3,0,3.27
PHIL,436,Phil of Law and of the State,4,30,40,35,30,14,5,8,1,0,1,0,5,1,3.2
PHIL,439,Philosophy of Mathematics,5,15,8,7,6,4,1,2,1,0,0,0,2,0,3.32
PHIL,441,Existential Philosophy,0,5,5,9,3,2,1,0,0,0,0,0,2,0,3.15
PHIL,477,Philosophy of Psychology,1,4,6,2,4,1,2,1,2,1,1,1,2,0,2.73
PHYS,100,Thinking About Physics,242,913,451,618,1154,296,90,227,81,52,25,14,7,17,3.22
PHYS,101,College Physics: Mech & Heat,704,831,574,584,540,682,641,693,471,380,247,333,138,54,2.66
PHYS,102,College Physics: E&M & Modern,378,653,442,496,479,575,430,459,353,190,133,149,53,29,2.77
PHYS,123,Physics Made Easy,286,171,44,24,14,3,4,2,0,1,0,1,0,1,3.87
